,track_name,final_track_name,clustered_track_name,pianist,mbz_id
3398,Sleepin Bee,sleepin bee,sleepin bee,Tommy Flanagan,65kq24ri-aqhi-urh0-kwgw-39wp105rwrxp
3399,Sometimes I Feel Like a Motherless Child,sometimes i feel like a motherless child,sometimes i feel like a motherless child,Cyrus Chestnut,jk0bszm8-kiri-zzkg-1a42-aesbv842nx1j
3400,Medley   Over The Rainbow  Small World  In The Wee Small Hours Of The Morning  Live At Maybeck Recital Hall Berkeley CA  January 5 1992,over the rainbow,over the rainbow small world in the wee small hours of the morning,Richard Beirach,bqsxjomx-5j3k-xn08-k3x2-6pbbqx4xhzlj
3401,Out of the Past,out of the past,out of the past,Randy Weston,eenye8av-y2qm-8rfi-fj42-3ptx7tviv5yj
3402,Last Night When We Were Young,last night when we were young,last night when we were young,Denny Zeitlin,yxxdlg8m-gcsy-m292-a8x5-4bkc68iygc25
3403,Black Is the Color  Theme from Spartacus  Live,black is the color,black is the color theme from spartacus,Fred Hersch,8wuy667i-8x1v-rjw8-dttf-9vk3kkiw149b
3404,Lush Life  Take the A Train,lush life,lush life the a train,Teddy Wilson,arbjjpir-5u86-rwq5-lp1x-652n9ehzbc44
3405,Coral Sea  Live At Maybeck Recital Hall Berkeley CA  August 7 1994,coral sea,coral sea,Kenny Drew Jr,h87thi88-ghca-6cjt-9dgu-56qakfj5ucji
3406,Liza,liza,liza,Erroll Garner,drpvbtfp-dx3o-y6lx-kndj-6weeadoabyvt
3407,Brahms   Intermezzo in Bflat major Op,brahms intermezzo in bflat major op,brahms intermezzo in bflat major op,Brad Mehldau,5hzcvlh7-puvs-wvk3-fuao-ewhgxe9izbyo
3408,Spirtual Medley   Sometimes I Feel Like A Motherless Child  Live At Maybeck Recital Hall Berkeley CA  August 27 1995,sometimes i feel like a motherless child,spirtual sometimes i feel like a motherless child,James Williams,k7b6kt6i-g3su-x5il-stfy-9f0ztimun921
3409,Gods Ancient Sky,gods ancient sky,gods ancient sky,Geri Allen,224gmzlu-ibix-5elk-zrhn-bnpbzpycm07c
3410,Remembering  for Thelonious Monk,remembering for thelonious monk,remembering for thelonious monk,Jessica Williams,mvkbwf3y-mr42-8x8i-2a81-6dro1d3ix246
3411,Right As The Rain,right as the rain,right as the rain,Dick Hyman,6dy5n0bq-td0w-84yz-wzk6-yno3z2xurguw
3412,Some Enchanted Evening,some enchanted evening,some enchanted evening,Dick Hyman,nzj8utd2-6o4p-niwu-87t9-l5m1iw9b6rnx
3413,They All Laughed,they all laughed,they all laughed,Earl Hines,sy96npby-yxkx-vo3l-k1se-s03i5bgwxtqg
3414,Lush Life  Live At Merkin Hall NYC  1989,lush life,lush life,McCoy Tyner,rmwi6xk9-qe0h-6iht-t9rs-leitz9jvzrtk
3415,Some Kind of Folk Song,some kind of folk song,some kind of folk song,Roland Hanna,9k47borg-5rd3-mbwn-61ep-ex4kq2ub25hw
3416,For Woff  One To One  Live At Maybeck Recital Hall Berkeley CA  September 29 1991,for woff one to one,for woff one to one,Mike Wofford,aiougvp3-omet-1lks-l304-se1qa5cclaxm
3417,Smoke Gets in Your Eyes,smoke gets in your eyes,smoke gets in your eyes,David Berkman,mnj7zmhf-5ope-qsos-kl3r-kv0mw5266ihy
3418,Shiny Stockings,shiny stockings,shiny stockings,Teddy Wilson,swlsd0wg-33n5-n0e1-ne54-uchzs5pr5vj8
3419,Darn That Dream  Live At Maybeck Recital Hall Berkeley CA  May 9 1993,darn that dream,darn that dream,John Campbell,v5gjn6zp-2jez-3xbz-xz5b-o6yx457wlfak
3420,Straighten Up And Fly Right  Live At Maybeck Recital Hall Berkeley CA  August 1990,i got rhythm,i got rhythm,John Hicks,4lxer5ns-00vo-p67a-pjhs-0fjltoct9w8t
3421,Lullaby of the Orient,lullaby of the orient,lullaby of the orient,Duke Jordan,dcsqaykl-bm4b-6x8d-y9cq-fe0iynqlw105
3422,Carousel,carousel,carousel,Mulgrew Miller,wekcj7vt-v2vb-ctsw-o0eg-vh87i0omq1u6
3423,Bouncin With Bud,bouncin with bud,bouncin with bud,McCoy Tyner,benlnpln-qcgr-wef6-uwuj-bwd1khgrmpal
3424,If You Could See Me Now,if you could see me now,if you could see me now,Andy Laverne,fxvay7zz-rpt6-fpu3-owit-wwfnwy9l197q
3425,Time For Love,time for love,time for love,Tete Montoliu,tctzm7fu-u0bv-m5bs-6mpc-of07kg7ainsz
3426,This Here  Live,this here,this here,Brad Mehldau,gwfdsmwi-jtrh-vu74-k8yb-ap72asxg9v2w
3427,Going Home,goin home,goin home,George Cables,z1msj9i1-u2zf-v3nu-tz3y-qjrdgvrqv76z
3428,Liebstraum Boogie  Live,liebstraum boogie,liebstraum boogie,Ray Bryant,xi49qml6-gjh6-5fv1-jygp-w2g020bho517
3429,Dont Blame Me,dont blame me,dont blame me,Beegie Adair,1tf4keml-5q63-31sq-nxxw-bq36baymlcyl
3430,Its The Talk Of The Town,its the talk of the town,its the talk of the town,Erroll Garner,n6nmnvdy-1nh8-44qs-ubir-x1vbevt95zoz
3431,Genesis,genesis,genesis,Abdullah Ibrahim,9p276kjh-s9y3-0m84-lnz7-0svymqvw8a04
3432,It Might As Well Be Spring,it might as well be spring,it might as well be spring,Dick Hyman,k6ys2pap-rruv-36c1-4g0x-ul9n8v317k0g
3433,Blue Moon,blue moon,blue moon,Art Tatum,e6vfhkk4-esdi-a3r4-i26e-emp2vg2mfet7
3434,Monks Mood,monks mood,monks mood,Barry Harris,od86o1iv-9goa-zs84-v7ej-d8pgej3dm7fh
3435,IV,iv,iv,Brad Mehldau,f6yf2w25-qk0k-l4kh-artf-t9qjaw6i4a9l
3436,I love music,i love music,i love music,George Colligan,ngbdtg2x-5by0-tkjc-zvs4-fgp2qtkwmcpl
3437,The Touch Of Your Lips  Live At Maybeck Recital Hall Berkeley CA  May 9 1993,the touch of your lips,the touch of your lips,John Campbell,b4wnz3ee-lwfv-ak74-uxx6-duhlsc1o3vff
3438,Abscretion,abscretion,abscretion,Stanley Cowell,v7lsg9og-yjh4-jgoq-efdc-2yit93xhswwg
3439,Fair Weather,fair weather,fair weather,Tete Montoliu,scvcfg97-4ddy-9ejx-fond-775srg1mcq42
3440,Pt,pt,pt,Keith Jarrett,4l2fgn36-3pwd-rcux-1q5m-kmutsbszytqm
3441,More Than You Know,more than you know,more than you know,Teddy Wilson,o8b27o6z-86k1-zf97-mu8h-50sej6diee1c
3442,They Say Its Wonderful,s wonderful,they say its wonderful,Jessica Williams,u1ohotys-8p1c-n59u-36ho-nx0986v6392c
3443,Parkers Mood,parkers mood,parkers mood,Horace Parlan,2iipp755-ywn6-9ado-e54f-opajlr9p8kwz
3444,Whoza Mtwana,whoza mtwana,whoza mtwana,Abdullah Ibrahim,liy0mjqg-q587-ks9j-lgz3-qi16rtrczn5j
3445,Dont Be That Way,dont be that way,dont be that way,Erroll Garner,5sgz0e57-em43-3bj7-em83-8x8oq38mleky
3446,Andrs Blues,andrs blues,andrs blues,Andr Previn,9l3vmma7-hz5z-d1qx-r3ad-67ov7zv3ryd9
3447,The Wedding,the wedding,the wedding,Larry Goldings,b0f9wcnr-nsni-rv3m-qqvc-9x610xbrb6db
3448,Waitin For My Dearie  Live At Maybeck Recital Hall Berkeley CA  August 7 1994,waitin for my dearie,waitin for my dearie,Kenny Drew Jr,e7lrxq1o-mal3-dukp-oyrb-2q7tqtyst0y8
3449,I Loves You Porgy,i loves you porgy,i loves you porgy,Makoto Ozone,8dp8eu45-6qpo-2bzo-q1db-jvplyii0w1tl
3450,Daisy,daisy,daisy,George Shearing,clfwh1na-tg6s-jls3-h3ox-hvbrdlbibs7i
3451,Once Upon A Summertime,once upon a summertime,once upon a summertime,Michel Legrand,8dr180zj-01u9-lubb-zp4i-lqzey6dkybto
3452,Lover,lover,lover,Dick Hyman,thg9kni5-5qb0-3s66-hr4j-zb2rbqjd2ucn
3453,Lullaby Petite,lullaby petite,lullaby petite,Ray Bryant,48epqmrs-1nvh-i7d7-9scx-sle8rwzp21sj
3454,A Little Bit Of John,a little bit of john,a little bit of john,Dick Hyman,qdy4gaqn-z46y-bl8v-23u8-c501vvm5da93
3455,2minute Study in E,2minute study in e,2minute study in e,Don Grusin,v9d2pj7k-1vtd-ekrr-bnn1-i941f6v5yoko
3456,Blues Etude  Live,blues etude,blues etude,Oscar Peterson,ecwkfqtw-lrfu-xs4m-g32y-mi31bur02o61
3457,Body And Soul,body and soul,body and soul,Dick Hyman,43lq9fqk-hqqe-z388-zomj-h0ys6ilc8aig
3458,Parkers Mood,parkers mood,parkers mood,Tete Montoliu,y4gm0ttr-0gh6-fncq-7906-mi3ge3is3ie5
3459,Scarlatti   Sonata in D minor K9 L413 Allegro  Live in Paris  2018,scarlatti sonata in d minor k9 l413 allegro,scarlatti sonata in d minor k9 l413 allegro,Chick Corea,r1pm33by-btcn-tn8d-wc28-ogdqpl8jvvmt
3460,Alfie,alfie,alfie,Makoto Ozone,knovuish-6gzs-3l6x-fdz2-nr02f0eqdwh1
3461,Brazilian Street Dance,brazilian street dance,brazilian street dance,Denny Zeitlin,4trpz10x-0amz-6w2r-2ou9-jdk3agkg2gli
3462,For Nenette,for nenette,for nenette,Jed Distler,lwsb5oqn-8v2s-p5gj-53n9-u2c6ycv530wv
3463,The Gentleman Is A Dope,the gentleman is a dope,the gentleman is a dope,Dick Hyman,9xloi53q-3sbe-d8wb-99mn-a6v2ebczb4u5
3464,A Shine On Your Shoes,a shine on your shoes,a shine on your shoes,Dave McKenna,62g0fp9s-6l2o-s89z-r4a4-ridyg9630r1r
3465,Told You So,told you so,told you so,Joanne Brackeen,p4pc7mnj-4ppr-bi87-uiyr-0cn75zsuv5po
3466,Little Rock Getaway,little rock getaway,little rock getaway,Dick Hyman,5qm3r3kh-5h5d-j01l-aefn-ocosd8okuk71
3467,Dance By The Sea,dance by the sea,dance by the sea,Alan Pasqua,jxscsxz4-fq3d-hxru-13y0-540cml5y8c6s
3468,In the Evening,in the evening,in the evening,Abdullah Ibrahim,7w4m4p9k-lrkw-cksf-ez0j-qgfmln5arcmc
3469,Mercy and Grace,mercy and grace,mercy and grace,Eric Reed,zy6hajcf-ndgl-skfg-8dyd-zbgyouyk8fix
3470,Fingerbuster,fingerbuster,fingerbuster,Dick Hyman,ngi9j19y-2qi5-oc0u-zunz-xb1uilfffo67
3471,I Should Care,i should care,i should care,Ahmad Jamal,3r250fn1-rq0g-anim-k1ps-sdjq37aufnck
3472,Rose Room,rose room,rose room,Teddy Wilson,chyx5lwq-rf80-76l8-yqno-6ypzbj0wfzrs
3473,Someday My Prince Will Come From Snow White,someday my prince will come,someday my prince will come from snow white,Simon Mulligan,0oook2yu-v7zk-8ecg-qzep-p37auz3lstv3
3474,Wunderbar,wunderbar,wunderbar,Dick Hyman,av4tz8t7-wo6m-f03j-h3tn-qi70q1lvb4yq
3475,Bridgetown,bridgetown,bridgetown,Duke Jordan,rxk8yjup-2yir-cyut-ggws-ze3j9k1qr7me
3476,Pastel,pastel,pastel,Roland Hanna,80qtzukr-cezp-10vd-dp3f-ynrzvca7ggi2
3477,Moonlight In Vermont  Live At Maybeck Recital Hall Berkeley CA  April 18 1993,moonlight in vermont,moonlight in vermont,Andy Laverne,a8go982k-0pak-v9yg-3ggh-4cgtowc97bzo
3478,Stompin At The Savoy  Live At Maybeck Recital Hall Berkeley CA  1990,stompin at the savoy,stompin at the savoy,Stanley Cowell,8w2qfmig-o903-1zph-u7u2-nd342yeczwkb
3479,III,iii,iii,Brad Mehldau,7bzohbul-3lry-xi9j-t48v-0rsy5srucbo8
3480,Ill See You In My Dreams,ill see you in my dreams,ill see you in my dreams,Art Tatum,9tqiz2bo-payt-jm2w-xcv1-p0p4ddmo50ze
3481,Moanin,moanin,moanin,Ray Bryant,x0l275xy-04ru-iqv1-lmhb-1lcaa7vf5aw2
3482,Wheatland,wheatland,wheatland,Robi Botos,at7tjiar-m3a9-9r9i-167k-1e7whiki2kq4
3483,Emily  Live At Maybeck Recital Hall Berkeley CA  May 9 1993,emily,emily,John Campbell,oim3wv13-6zo3-46t1-h8ks-3ed5xnto4dr4
3484,Caravan,caravan,caravan,George Colligan,iu77en57-1u3n-7inl-pbbs-kwek77d68o3l
3485,Spring Will Be A Little Late This Year  Live At Maybeck Recital Hall Berkeley CA  March 29 1992,spring will be a little late this year,spring will be a little late this year,Ellis Larkins,v5smeq8p-595k-dwfd-luun-y0cxjqi2q6n0
3486,All The Things You Are,all the things you are,all the things you are,Duke Jordan,zb2ze06p-yi9d-m948-8khm-ypnvurq3s7zi
3487,VIII,viii,viii,Brad Mehldau,t4pmkvnu-e45i-tx5g-1l4p-yktri9hti254
3488,A Little Jazz Exercise  Remastered,a little jazz exercise,a little jazz exercise,Oscar Peterson,t36o3xhq-kggc-hy6d-b7hu-umoxi057koxl
3489,Im Confessin That I Love You  Live At Maybeck Recital Hall Berkeley CA  September 27 1992,im confessin,im confessin that i love you,Bill Mays,qv77aecd-odwk-okub-8g2g-e5y7mgsltcwg
3490,Lost in the Stars,lost in the stars,lost in the stars,Dick Hyman,1zocdhdf-mi0b-l5kx-7ovr-4kr3htramgi4
3491,Theme From High Noon,theme from high noon,theme from high noon,Don Grusin,cnia2ow7-e0ao-nfsj-x4r3-flyk3il3l99l
3492,Tiger Rag Arr,tiger rag arr,tiger rag arr,Eldar Djangirov,65tu4enx-mtlu-g20t-92yk-o2q46n6m2dqb
3493,In Walked Bud,blue skies,blue skies,Marcus Roberts,gnqcr8qy-egj5-m6zt-b2mp-nrft5cxrulsh
3494,Warm Valley,warm valley,warm valley,Jed Distler,m9i3x8a9-2sne-owf7-xys8-4qvjd9ww1xam
3495,Dust,dust,dust,Abdullah Ibrahim,jlqwqj07-h567-g9ah-afaq-4n52gcyz0wpd
3496,Jitterbug Waltz,jitterbug waltz,jitterbug waltz,Dick Hyman,z2aaqock-9lix-rh3b-e30m-po5bwi2atpq9
3497,Stablemates  Live At Maybeck Recital Hall Berkeley CA  September 29 1991,stablemates,stablemates,Mike Wofford,144s6lkk-frgj-ddyv-qjnr-y06z7lg9xlwp
3498,Lush Life,lush life,lush life,Duke Jordan,sha5t11v-euqv-u5bt-1009-lplz3icuifw6
3499,Helen Mothers Song,helen mothers song,helen mothers song,George Cables,tsvbco96-c4ap-tug0-4jy0-hipf49ub5jyr
3500,Twinkle Twinkle Little Star,twinkle twinkle little star,twinkle twinkle little star,Bill Cunliffe,srovcwqe-itpz-5gyn-b9w9-j5akinhf1tdv
3501,Reflections,reflections,reflections,Tete Montoliu,nbayeach-81jk-536u-xd9k-q5gsiesm2qra
3502,Crawdaddy,crawdaddy,crawdaddy,Larry Goldings,opa7zhp1-qrid-n0fc-z17k-6i8q2onmb6wg
3503,When I Look in Your Eyes,when i look in your eyes,when i look in your eyes,Ray Bryant,yy0hprf8-ywi0-uk9w-7s2q-2knmg5mb6e3a
3504,Fine And Dandy,fine and dandy,fine and dandy,Art Tatum,ojx1elwr-jtk7-7zdx-vxes-x6wcw3sweefn
3505,Lucky To Be Me,lucky to be me,lucky to be me,Dave McKenna,x9dpwsdg-v0f9-php9-lx7d-smuakj1qtptc
3506,Reprise   Round Midnight,round midnight,round midnight,Fred Hersch,w9svhbk1-2lge-emml-ufaz-cc73azny0g8n
3507,Sobbin Blues,sobbin blues,sobbin blues,Dick Hyman,we9if3qj-pj98-ot13-9m3q-uuwaak0z1y2m
3508,Blues For Bill  for Bill Evans,blues for bill for bill evans,blues for bill for bill evans,Jessica Williams,akxk1wpt-hqjc-r1wf-piyt-bw3p4xio29wm
3509,Fantasy,fantasy,fantasy,John Taylor,xtgs14wi-blrh-dydw-5r67-dab6xtofptpz
3510,My One And Only Love  Live At Maybeck Recital Hall Berkeley CA  September 8 1991,my one and only love,my one and only love,Jaki Byard,2kd9nbe5-xvut-qy7s-aal5-g6gm4p66ng1k
3511,On Danish Shore,on danish shore,on danish shore,Justin Kauflin,i5346yok-ovg5-g1sb-cix4-vjdouix1f9gq
3512,32nd Street Love,32nd street love,32nd street love,Duke Jordan,b1gsxhyw-ynbs-s4tn-cwz9-1e6kvucloqt5
3513,There Are Mean Things Happening in This Land,there are mean things happening in this land,there are mean things happening in this land,David Berkman,a6n22e9m-1jti-x0mj-dgm6-y6am9xjhvsum
3514,New Orleans Blues,new orleans blues,new orleans blues,Marcus Roberts,f9ds4acy-q4aa-z00r-rwve-4znp9w63v133
3515,Buds bubble,buds bubble,buds bubble,Andy Laverne,k4bwgxmu-2y9n-q3t9-gwqg-bw4n14qqz4kn
3516,Begin The Beguine,begin the beguine,begin the beguine,Art Tatum,b6jny235-nlyc-mb12-6a38-9d4zpqdhyozy
3517,Temphus Fugit  Live At Maybeck Recital Hall Berkeley CA  July 10 1994,tempus fugit,temphus fugit,Toshiko Akiyoshi,iz0t346s-e4s6-q1za-5fb8-crwfeuxo6g13
3518,Forest Of Blue,forest of blue,forest of blue,Alan Pasqua,52tv5ulo-obgi-d1wq-auzw-sshwkwsu2rzv
3519,Over My Head,over my head,over my head,Cyrus Chestnut,twgsfiwe-jffp-b5ap-u2hr-em87uuj3aa7w
3520,My Last Affair,my last affair,my last affair,Red Garland,skksck1m-ji5i-bue5-gngr-dghv78bgw2z9
3521,What Is This Thing Called Love,what is this thing called love,what is this thing called love,Lynne Arriale,74a9yd6v-c5wq-124l-iwgj-6udidy5w7oeh
3522,Besame Mucho,besame mucho,besame mucho,Gonzalo Rubalcaba,5z64aq5t-wpun-r0bk-e710-ya2hu4cznhat
3523,Dont Blame Me,dont blame me,dont blame me,Art Tatum,xywcae2v-e8sz-4189-miun-3vyafl3rg8z8
3524,PCN,pcn,pcn,Randy Weston,zyort574-67ls-qvy5-sov9-ndh3jnjqx6lz
3525,Dont Smoke Anymore,dont smoke anymore,dont smoke anymore,Tete Montoliu,a44rzscf-rkps-wopa-sx8a-lx3jku1zto8r
3526,The Moon Is Low,the moon is low,the moon is low,Teddy Wilson,efkelfe7-xhm5-cgp0-03ug-pnjjybyvia0n
3527,Play What You Hear  Instrumental,play what you hear,play what you hear,Marcus Roberts,jhjy0ses-4y3n-06cl-8gs9-4u1tpdurhia9
3528,Childrens Song No,childrens song,childrens song no,Chick Corea,65w88uez-t9by-5ta7-v4cs-bvzpzqbnbe9n
3529,I Want to Talk About You  Recorded Live in Concert 2006,i want to talk about you,i want to talk about you,John Hicks,yvgxhx0v-rnjl-qpiw-t3yz-2qi4tk4yx181
3530,How Deep Is The Ocean  Live At Maybeck Recital Hall Berkeley CA  September 5 1993,how deep is the ocean,how deep is the ocean,Don Friedman,nveouaut-iwn0-l4my-0v77-m0f0729x6rre
3531,Dr,dr,dr,Joanne Brackeen,hf9s2meq-y7qc-w1jc-ond9-8gop6tm2psft
3532,Mother Where Are You,mother where are you,mother where are you,Tigran Hamasyan,0dypxrc9-ahfu-fb0g-t6jn-fngthqmyrqgy
3533,Solitude,solitude,solitude,Fred Hersch,syw73d7a-7hn8-s0z8-rnq8-ggel628ol1eh
3534,Oleo  Live At Maybeck Recital Hall  Berkeley CA,i got rhythm,i got rhythm,Alan Broadbent,pfvfow62-eofv-oj8b-zhvz-u3l0qjn9r67a
3535,Memories Of You,memories of you,memories of you,George Shearing,pps9ottd-8s3h-qtcq-wv4k-77yhquy9307t
3536,Home Grown,home grown,home grown,Geri Allen,t7qxoq9n-khub-1wpj-3svf-o7nifulx48kq
3537,JaDa  Live At Maybeck Recital Hall Berkeley CA  November 1416 1994,jada,jada,John Colianni,ml70icxk-2jrf-dtmm-o9cy-e3biazil24bk
3538,Memphis Blues,memphis blues,memphis blues,Phineas Newborn Jr,qfiun9z9-il8h-bdp1-bdzb-4ac02t5t1pfx
3539,The Smudge,the smudge,the smudge,Kenny Barron,3qrwffoj-k24t-u0ep-4oyj-c59xcoe16z4k
3540,Thanks For The Memory,thanks for the memory,thanks for the memory,Erroll Garner,p9nwnsky-akcj-3e2b-2oa4-va5z669vw7pg
3541,Dont Explain,dont explain,dont explain,George Shearing,9yhtn2jd-rbin-ur6i-wu6y-r6lpu13jwsdc
3542,They Cant Take That Away From Me  Live At Maybeck Recital Hall Berkeley CA  1993,they cant take that away from me,they cant that away from me,Gene Harris,r7ikzql7-t3sd-3siw-47mq-0ke9yojp92xu
3543,Louise,louise,louise,Art Tatum,7gnysw56-4tsk-yjg4-922a-jgd4rl9batfy
3544,It Never Entered My Mind,it never entered my mind,it never entered my mind,Dick Hyman,tdwb40te-mn8x-q3g2-ardb-rw94kbcdtqe0
3545,There Is Music Where Youre Going My Friends,there is music where youre going my friends,there is music where youre going my friends,Gerald Clayton,j3ehlhhq-yosj-9eq1-uyjg-oqdg9pm9ymyg
3546,Blue Monk  Live in Berlin  2018,blue monk,blue monk,Chick Corea,phkqs50d-m47g-tvng-hfon-vj2c67zqfqrc
3547,Dolphin Dance,dolphin dance,dolphin dance,Dick Hyman,sl34y7l3-0sag-oqnv-kn3w-ybiuxvh1yftk
3548,As Time Goes By,as time goes by,as time goes by,Jessica Williams,yvig3dab-2bs9-cmmw-0nh8-or597zhfhwu4
3549,First Sketch,sketch,sketch,David Berkman,kfu69q7z-blcw-8eoq-vs7l-h2ksrt912cij
3550,The Bullet Shinkansen,the bullet shinkansen,the bullet shinkansen,Duke Jordan,yomjcm4o-yr53-b424-2wrs-extp0pn5rjh6
3551,In Walked Bud,blue skies,blue skies,Fred Hersch,x9r7d5t7-rasx-jk47-8jv4-j13lpxsnfz8o
3552,Embraceable You,embraceable you,embraceable you,Art Tatum,zy9ys303-2rhn-tlfl-skma-sq3cqjcn74ye
3553,Childrens Song 4,childrens song,childrens song,Chick Corea,cb3zhars-za0e-p2kt-2lbv-30f2hrhr0awq
3554,Stars Fell On Alabama,stars fell on alabama,stars fell on alabama,Art Tatum,mp7ss1xr-aow5-6cfs-371y-it0mmedux3q0
3555,Evidence,just you just me,just you just me,Fred Hersch,9rvkgjb3-xma9-cejg-4ojw-0a9dq1fh8wcb
3556,I Get Along Without You Very Well,i get along without you very well,i get along without you very well,Beegie Adair,vr32p3cm-7mnh-1svs-cl53-o8pifvzaulqn
3557,Three Flowers,three flowers,three flowers,McCoy Tyner,cr1n7eos-4inr-lv1g-pkf8-9oy8oaebrmoo
3558,Love Walked In  Live At Maybeck Recital Hall Berkeley CA  August 15 1993,love walked in,love walked in,Roland Hanna,6ksk4chx-3821-258h-4jnt-xgi88f56dpn4
3559,Nice Work If You Can Get It  Live At Maybeck Recital Hall Berkeley CA  February 16 1992,nice work if you can get it,nice work if you can get it,Jessica Williams,5nqjn45p-nis5-grk8-hkaz-zbtoi21p4h2d
3560,Part VIII  Live,part viii,part viii,Keith Jarrett,kb5ggqre-7tb0-0q26-zk0c-lzuvzwqtjacw
3561,Stardust,stardust,stardust,Art Tatum,dkg568pi-abbg-jo0d-1s29-7v8nzhb07ceo
3562,It Might As Well Be Spring,it might as well be spring,it might as well be spring,Erroll Garner,lvn4oave-3bab-1xpg-dhe6-1v9lgammtaye
3563,Sir Lancewell,sir lancewell,sir lancewell,Lance Anderson,9dfewkzd-yd1x-244s-xl10-zwkjzdh62j3e
3564,Double Duke Pt,double duke pt,double duke pt,Randy Weston,f7lrtdz5-1d98-0joj-lbf2-qp7liyg825be
3565,All the Things You Are,all the things you are,all the things you are,Roland Hanna,wn7x5jyv-jbyx-rmcr-fhak-fi3d5651ngdh
3566,Desafinado,desafinado,desafinado,Simon Mulligan,lqsrrvqj-6v9a-x9no-pxaz-pg9q6miw9onf
3567,Out Of Nowhere,out of nowhere,out of nowhere,Teddy Wilson,wkkagxts-rg9u-zlra-bo0b-pweqpxi5rbps
3568,I Didnt Know What Time It Was,i didnt know what time it was,i didnt know what time it was,Art Tatum,q8ewmfcq-qd95-7yic-r7t6-wxdcjy95dpqy
3569,I,i,i,Brad Mehldau,cvvasakx-c5j2-qhw3-c72w-8zrtsk0w0ihx
3570,Out of Nowhere,out of nowhere,out of nowhere,Adam Birnbaum,fn2d4n1n-pzqb-s38d-bzbu-g15gmxwwys00
3571,Me Embaix Apeu,me embaix apeu,me embaix apeu,Tete Montoliu,o89psw46-et75-vj8m-i92o-lek8oh1edsi8
3572,God Cares,god cares,god cares,Eric Reed,ee4g5mot-5mmo-cwrk-pesl-uodzgsihqbse
3573,Squatty Roo,i got rhythm,i got rhythm,Ellis Marsalis,wb52b5n4-3flz-qs0c-4q3c-znhuhx5egdpy
3574,Jubilee Stomp,jubilee stomp,jubilee stomp,Dick Hyman,6xfcos1v-o0vj-sl2q-5cv4-5fz6bkjkhzp6
3575,Shall we Dance   Shall We Dance   They Cant Take that Away From Me,shall we dance,shall we dance shall we dance they cant that away from me,Dick Hyman,9j32q6vo-kbgs-yf7h-92cs-fbai5sjmr1ob
3576,Stan Getz In Chappaqua  Live At Maybeck Recital Hall Berkeley CA  April 18 1993,stan getz in chappaqua,stan getz in chappaqua,Andy Laverne,ys25t0w5-5hkf-cq0k-0kci-6reqnqxuwdna
3577,For You For Me For Evermore Dave McKenna Piano Solo,for you for me for evermore,for you for me for evermore dave mckenna piano solo,Dave McKenna,w9cow5x6-23dr-o5f0-ryfa-ig9jh08j4gfn
3578,Portrait   Henrietta  Live in Paris  2018,portrait henrietta,portrait henrietta,Chick Corea,cr0xsciy-cgxb-95fn-oh4s-wnvw5rqbe2m9
3579,Lotus Blossom  CHarolette Russe,lotus blossom,lotus blossom charolette russe,Dick Hyman,4c5t07iu-937a-q6n7-lz0u-lewtgk2t414r
3580,Homecoming,homecoming,homecoming,Denny Zeitlin,2oh8615k-8p5d-drx6-zxe3-xcgbu788tot5
3581,It Had to Be You,it had to be you,it had to be you,Simon Mulligan,r05fgivx-ewbh-u9cg-ewqp-8p0dn69tcmsk
3582,Pilgrims Chorus,pilgrims chorus,pilgrims chorus,Dick Hyman,9z9nyf6a-o6lc-c2tm-euw5-57mxkbhyjzhr
3583,I Got It Bad And That Aint Good,i got it bad,i got it bad and that aint good,Roland Hanna,6zx12fjo-j8kb-q89t-70kj-9ka17zcbnivb
3584,Im Goin to See My Ma,im goin to see my ma,im goin to see my ma,Dick Hyman,9w7jxfae-n9zq-is3e-onn7-n9b6s13vaevo
3585,Nobody Else But Me,nobody else but me,nobody else but me,Gerald Clayton,5yngn56w-bizl-y4vq-v6in-j6mvqq35k3wj
3586,You must believe in Spring from Les demoiselles de Rochefort,you must believe in spring,you must believe in spring from les demoiselles de rochefort,Michel Legrand,jwa46b2l-vvte-9i3z-2ura-gwyemzux72xc
3587,Wail,i got rhythm,i got rhythm,Andy Laverne,dm4355jm-2780-7q2x-mvsj-tedl71hcyq9y
3588,Part VII  Live,part vii,part vii,Keith Jarrett,m00d79iy-01jg-4hl4-z3ph-2uuk99obump8
3589,Dat Dere  Live,dat dere,dat dere,Brad Mehldau,pjuozrlj-m1dq-j8l4-xerr-xepvm52a2mvh
3590,The Surrey With The Fringe On Top,surrey with the fringe on top,surrey with the fringe on top,Dick Hyman,bjv8vz9z-gu6k-o8ck-ewr9-i6eigxq8dsf8
3591,A Kiss To Build A Dream On,a kiss to build a dream on,a kiss to build a dream on,Beegie Adair,atpjnzap-sb28-dsy8-symf-lt8bty1qc33b
3592,In walked Bud,blue skies,blue skies,Andy Laverne,87g630zw-kjzr-05kt-zjtx-lxa4l5h38oi2
3593,The Man I Love  Live At Maybeck Recital Hall Berkeley CA  1991,the man i love,the man i love,Buddy Montgomery,hjp5v9ue-h9ss-5h2l-8rmd-tk7annbby22k
3594,This Day,this day,this day,Eric Reed,4z1ragp8-snu2-kd71-n60w-9ydbzzpiit2s
3595,Childrens Song No,childrens song,childrens song no,Chick Corea,tlrbe3pa-1hrs-2iy2-36ei-9wy23n46hpgx
3596,Ill Wind,ill wind,ill wind,Dick Hyman,keqpv8f8-k6p8-0wjm-1xrl-j5yx6p0w2das
