,pianist,track,duration,album,composition,setting,split
291,Geri Allen,pijama/alleng-blue-unaccompanied-xxxx-lvfagkhg,195.47395833333331,Geri Allen (Home Grown),blue,solo,train
292,Abdullah Ibrahim,pijama/ibrahima-blueboleroblueboleroiii-unaccompanied-xxxx-wgkrk16e,79.79947916666666,Abdullah Ibrahim (Dream Time),blue bolero,solo,train
293,Cedar Walton,pijama/waltonc-wonderwhy-unaccompanied-xxxx-s6iil556,232.83984375,Cedar Walton (Blues For Myself Piano Solo),wonder why,solo,train
294,Oscar Peterson,pijama/petersono-justagigoloremastered-unaccompanied-xxxx-qxy8nz0c,324.3098958333333,Oscar Peterson (Tracks Remastered),just a gigolo,solo,train
295,Teddy Wilson,pijama/wilsont-almostblues-unaccompanied-xxxx-x1l22siv,149.09895833333331,Teddy Wilson (Solo Piano  The Keystone Transriptions),almost blues,solo,train
296,Brad Mehldau,pijama/mehldaub-xi-unaccompanied-xxxx-jwbqwwhs,167.47916666666666,Brad Mehldau (Suite   April 2020),xi,solo,train
297,Hank Jones,pijama/jonesh-believeitbelovedinstrumental-unaccompanied-xxxx-tqv48hoh,197.12890625,Hank Jones (Handful Of Keys),believe it beloved,solo,train
298,Kenny Barron,pijama/barronk-sunshowerliveatmaybeckrecital-unaccompanied-xxxx-ippyw05j,580.1640625,Kenny Barron (Live At Maybeck Recital Hall Volume 10),sunshower,solo,train
299,Geri Allen,pijama/alleng-flyingtowardthesoundreprise-unaccompanied-xxxx-4k3pq28q,372.5,Geri Allen (Flying Toward the Sound A Solo Piano Excursion Inspired by Cecil Taylor Mccoy Tyner and Herbie Hancock),flying toward the sound,solo,train
300,Oscar Peterson,pijama/petersono-dancingontheceilingremastered-unaccompanied-xxxx-j7e03i9j,304.74609375,Oscar Peterson (Tracks Remastered),dancing on the ceiling,solo,train
301,Stanley Cowell,pijama/cowells-outofthisworldlive-unaccompanied-xxxx-442mw0vk,269.7591145833333,Stanley Cowell (The Maybeck Recital Series Vol 5),out of this world,solo,train
302,Abdullah Ibrahim,pijama/ibrahima-triestemylove-unaccompanied-xxxx-zi3taigr,115.86979166666666,Abdullah Ibrahim (Solotude),trieste my love,solo,train
303,Chick Corea,pijama/coreac-portraitchrislive-unaccompanied-xxxx-9zydn4da,127.15104166666666,Chick Corea (Plays),portrait chris,solo,train
304,Keith Jarrett,pijama/jarrettk-pt-unaccompanied-xxxx-187f2exh,509.9895833333333,Keith Jarrett (Paris  London Testament),pt,solo,train
305,Junior Mance,pijama/mancej-whispernot-unaccompanied-xxxx-zo5lusln,430.1796875,Junior Mance (Junior Mance Special),whisper not,solo,train
306,Keith Jarrett,pijama/jarrettk-mywildirishrose-unaccompanied-xxxx-uzg8686j,313.77604166666663,Keith Jarrett (The Melody At Night With You),my wild irish rose,solo,train
307,Stanley Cowell,pijama/cowells-angeleyes-unaccompanied-xxxx-f7s81qwl,479.1497395833333,Stanley Cowell (Angel Eyes),angel eyes,solo,train
308,Cedar Walton,pijama/waltonc-themeaningoftheblues-unaccompanied-xxxx-00k5jek5,245.08984375,Cedar Walton (The Maybeck Recital Series Vol 25),the meaning of the blues,solo,train
309,Abdullah Ibrahim,pijama/ibrahima-signalonthehill-unaccompanied-xxxx-smds3t1a,63.264322916666664,Abdullah Ibrahim (Solotude),signal on the hill,solo,train
310,Abdullah Ibrahim,pijama/ibrahima-twelvebytwelve-unaccompanied-xxxx-8ctt462t,98.42578125,Abdullah Ibrahim (The Song Is My Story),twelve by twelve,solo,train
311,Thelonious Monk,pijama/monkt-ihadntanyonetillyou-unaccompanied-xxxx-6usz7zik,199.98958333333331,Thelonious Monk (Solo Monk),i hadnt anyone till you,solo,train
312,Brad Mehldau,pijama/mehldaub-ronsplace-unaccompanied-xxxx-ks82mrck,269.90885416666663,Brad Mehldau (Marian McPartlands Piano Jazz with Brad Mehldau),rons place,solo,train
313,Teddy Wilson,pijama/wilsont-twilightblue-unaccompanied-xxxx-lrzjrz2i,173.05338541666666,Teddy Wilson (Solo Piano  The Keystone Transriptions),twilight blue,solo,train
314,Cedar Walton,pijama/waltonc-milestones-unaccompanied-xxxx-ayylw3k1,257.5,Cedar Walton (Underground Memoirs),milestones,solo,train
315,Keith Jarrett,pijama/jarrettk-pt-unaccompanied-xxxx-20vb4sbz,307.5,Keith Jarrett (Paris  London Testament),pt,solo,train
316,Brad Mehldau,pijama/mehldaub-heyyoulive-unaccompanied-xxxx-levtfkvk,660.94921875,Brad Mehldau (10 Years Solo Live),hey you,solo,train
317,Kenny Barron,pijama/barronk-enchantedflower-unaccompanied-xxxx-vqk388e4,374.515625,Kenny Barron (At The Piano),enchanted flower,solo,train
318,Abdullah Ibrahim,pijama/ibrahima-intheevening-unaccompanied-xxxx-fwlbqu32,92.37890625,Abdullah Ibrahim (Solotude),in the evening,solo,train
319,Cedar Walton,pijama/waltonc-skylark-unaccompanied-xxxx-67i5bra4,285.47916666666663,Cedar Walton (Underground Memoirs),skylark,solo,train
320,Thelonious Monk,pijama/monkt-rubymydeartake1-unaccompanied-xxxx-cfd0kykm,282.37890625,Thelonious Monk (Solo Monk),ruby my dear,solo,train
321,Hank Jones,pijama/jonesh-iguessillhavetochange-unaccompanied-xxxx-ogcrhqd8,183.97916666666666,Hank Jones (Live At Maybeck Recital Hall Vol 16),i guess ill have to change my plan,solo,train
322,Geri Allen,pijama/alleng-alonetogether-unaccompanied-xxxx-fbbw4vkv,454.3098958333333,Geri Allen (Home Grown),alone together,solo,train
323,Kenny Barron,pijama/barronk-wazuriblues-unaccompanied-xxxx-n3j43i5h,276.76953125,Kenny Barron (At The Piano),wazuri blues,solo,train
324,Chick Corea,pijama/coreac-butbeautifullive-unaccompanied-xxxx-usqktf6w,376.77994791666663,Chick Corea (Solo Piano   Standards),but beautiful,solo,train
325,Oscar Peterson,pijama/petersono-ishouldcarelive-unaccompanied-xxxx-nge09x9t,282.94921875,Oscar Peterson (Exclusively for My Friends   My Favorite Instrument Vol IV),i should care,solo,train
326,Hank Jones,pijama/jonesh-ohlookatmenow-unaccompanied-xxxx-b9ofqy48,267.22916666666663,Hank Jones (Live At Maybeck Recital Hall Vol 16),oh look at me now,solo,train
327,Abdullah Ibrahim,pijama/ibrahima-blueboleroblueboleroii-unaccompanied-xxxx-v9aajra2,38.12890625,Abdullah Ibrahim (Dream Time),blue bolero,solo,train
328,Ahmad Jamal,pijama/jamala-sorare-unaccompanied-xxxx-j92em74h,182.5,Ahmad Jamal (Ballades),so rare,solo,train
329,Thelonious Monk,pijama/monkt-imconfessinthatiloveyou-unaccompanied-xxxx-esq0wm4q,155.1015625,Thelonious Monk (Solo Monk),im confessin,solo,train
330,McCoy Tyner,pijama/tynerm-crescent-unaccompanied-xxxx-fch082t4,299.8294270833333,McCoy Tyner (Soliloquy),crescent,solo,train
331,Abdullah Ibrahim,pijama/ibrahima-nisa-unaccompanied-xxxx-iis1xwxa,147.08984375,Abdullah Ibrahim (Solotude),nisa,solo,train
332,Geri Allen,pijama/alleng-blackman-unaccompanied-xxxx-0myn69sn,242.5,Geri Allen (Home Grown),black man,solo,train
333,Thelonious Monk,pijama/monkt-rubymydear-unaccompanied-xxxx-2p3lo619,337.72135416666663,Thelonious Monk (Solo Monk),ruby my dear,solo,train
334,Cedar Walton,pijama/waltonc-letscallthis-unaccompanied-xxxx-f8szjzuz,198.5390625,Cedar Walton (Blues For Myself Piano Solo),lets call this,solo,train
335,Chick Corea,pijama/coreac-portrait4eastonmaryland-unaccompanied-xxxx-dyjufdh2,205.359375,Chick Corea (Solo Piano   Portraits),portrait easton maryland,solo,train
336,Teddy Wilson,pijama/wilsont-oneoclockjump-unaccompanied-xxxx-z988sjf6,232.5,Teddy Wilson (Alone),one oclock jump,solo,train
337,Abdullah Ibrahim,pijama/ibrahima-preludeforcoltrane-unaccompanied-xxxx-ckhh394y,59.98958333333333,Abdullah Ibrahim (Senzo),prelude for coltrane,solo,train
338,Bill Evans,pijama/evansb-atimeforlove-unaccompanied-xxxx-5mh2rams,302.2591145833333,Bill Evans (Alone),time for love,solo,train
339,McCoy Tyner,pijama/tynerm-ishouldcare-unaccompanied-xxxx-8zh4qxoa,238.51953125,McCoy Tyner (Soliloquy),i should care,solo,train
340,Keith Jarrett,pijama/jarrettk-pt-unaccompanied-xxxx-sfu9smyf,433.76953125,Keith Jarrett (Paris  London Testament),pt,solo,train
341,Tommy Flanagan,pijama/flanagant-lover-unaccompanied-xxxx-5j1b7kgc,161.7890625,Tommy Flanagan (Solo Piano),lover,solo,train
342,Brad Mehldau,pijama/mehldaub-andiloveherlive-unaccompanied-xxxx-as1cgema,954.25,Brad Mehldau (10 Years Solo Live),and i love her,solo,train
343,Teddy Wilson,pijama/wilsont-youremyfavoritememory-unaccompanied-xxxx-2pjucqcz,157.88932291666666,Teddy Wilson (Solo Piano  The Keystone Transriptions),youre my favorite memory,solo,train
344,Stanley Cowell,pijama/cowells-thenighthasathousandeyes-unaccompanied-xxxx-0hx7j9y9,451.3489583333333,Stanley Cowell (Angel Eyes),the night has a thousand eyes,solo,train
345,Keith Jarrett,pijama/jarrettk-pt-unaccompanied-xxxx-whfxi44r,355.87369791666663,Keith Jarrett (Paris  London Testament),pt,solo,train
346,Geri Allen,pijama/alleng-dancingmysticpoetsattwilight-unaccompanied-xxxx-7tgbfufv,198.5390625,Geri Allen (Flying Toward the Sound A Solo Piano Excursion Inspired by Cecil Taylor Mccoy Tyner and Herbie Hancock),dancing mystic poets at twilight,solo,train
347,Chick Corea,pijama/coreac-askmenowlive-unaccompanied-xxxx-5fx01vp7,312.72916666666663,Chick Corea (Solo Piano   Standards),ask me now,solo,train
348,Thelonious Monk,pijama/monkt-bluehawk-unaccompanied-xxxx-l3oixry2,216.60286458333331,Thelonious Monk (Thelonious Alone In San Francisco),bluehawk,solo,train
349,Abdullah Ibrahim,pijama/ibrahima-opendoorwithin-unaccompanied-xxxx-n188c8gt,221.12890625,Abdullah Ibrahim (The Song Is My Story),open door within,solo,train
350,Brad Mehldau,pijama/mehldaub-howlonghasthisbeengoing-unaccompanied-xxxx-1bqdef7m,512.2395833333333,Brad Mehldau (Live in Tokyo),how long has this been going on,solo,train
351,Teddy Wilson,pijama/wilsont-whyshouldnt-unaccompanied-xxxx-7l569jo9,141.66927083333331,Teddy Wilson (Solo Piano  The Keystone Transriptions),why shouldnt,solo,train
352,Bill Evans,pijama/evansb-neverletmego-unaccompanied-xxxx-hdvc6a5k,873.33984375,Bill Evans (Alone),never let me go,solo,train
353,Abdullah Ibrahim,pijama/ibrahima-forcoltranept-unaccompanied-xxxx-pdygnkxw,265.70963541666663,Abdullah Ibrahim (The Song Is My Story),for coltrane,solo,train
354,McCoy Tyner,pijama/tynerm-searchforpeaceliveat-unaccompanied-xxxx-iz0q79hu,372.5,McCoy Tyner (Things Aint What They Used To Be Live),search for peace,solo,train
355,John Hicks,pijama/hicksj-dukeellingtonssoundoflove-unaccompanied-xxxx-t1mlzax5,478.9192708333333,John Hicks (The Maybeck Recital Series Vol 7),duke ellingtons sound of love,solo,train
356,Hank Jones,pijama/jonesh-ivegotafeelingimfalling-unaccompanied-xxxx-ybohbf22,202.38932291666666,Hank Jones (Handful Of Keys),ive got a feeling im falling,solo,train
357,Oscar Peterson,pijama/petersono-gethappy-unaccompanied-xxxx-k37f75po,97.07942708333333,Oscar Peterson (1951),get happy,solo,train
358,Brad Mehldau,pijama/mehldaub-monksdream-unaccompanied-xxxx-vqpavh0z,459.0091145833333,Brad Mehldau (Live in Tokyo),monks dream,solo,train
359,Brad Mehldau,pijama/mehldaub-intro-unaccompanied-xxxx-h9fpvdpi,167.01953125,Brad Mehldau (Live in Tokyo),intro,solo,train
360,John Hicks,pijama/hicksj-reflectionsrecordedliveinconcert-unaccompanied-xxxx-5m2a83x0,437.1888020833333,John Hicks (I Remember You Recorded Live in Concert 2006),reflections,solo,train
361,Teddy Wilson,pijama/wilsont-icantgetstartedmoonglow-unaccompanied-xxxx-n7602dri,247.0,Teddy Wilson (Alone),i cant get started,solo,train
362,Gene Harris,pijama/harrisg-oldfolksliveatmaybeck-unaccompanied-xxxx-ye7y9atl,486.7591145833333,Gene Harris (The Maybeck Recital Series Vol 23),old folks,solo,train
363,Oscar Peterson,pijama/petersono-makinwhoopeelive-unaccompanied-xxxx-i3xns7vr,238.58984375,Oscar Peterson (Solo),makin whoopee,solo,train
364,Abdullah Ibrahim,pijama/ibrahima-bluesforbea-unaccompanied-xxxx-zu9853h0,58.75911458333333,Abdullah Ibrahim (Senzo),blues for bea,solo,train
365,Ahmad Jamal,pijama/jamala-whisperings-unaccompanied-xxxx-fpuah3vz,206.08984375,Ahmad Jamal (Ballades),whispering,solo,train
366,Thelonious Monk,pijama/monkt-bluemonk-unaccompanied-xxxx-5mrezprw,224.11458333333331,Thelonious Monk (Thelonious Alone In San Francisco),blue monk,solo,train
367,Cedar Walton,pijama/waltonc-withoutasong-unaccompanied-xxxx-tg2eyywc,237.06119791666666,Cedar Walton (Blues For Myself Piano Solo),without a song,solo,train
368,Keith Jarrett,pijama/jarrettk-pt-unaccompanied-xxxx-unn3xjbb,442.24479166666663,Keith Jarrett (Paris  London Testament),pt,solo,train
369,Chick Corea,pijama/coreac-chopinpreludeop-unaccompanied-xxxx-dfz69wrj,254.60286458333331,Chick Corea (Plays),chopin prelude op,solo,train
370,Abdullah Ibrahim,pijama/ibrahima-blueboleroblueboleroiv-unaccompanied-xxxx-wb3qp65u,373.95963541666663,Abdullah Ibrahim (Dream Time),blue bolero,solo,train
371,John Hicks,pijama/hicksj-oblivionliveatmaybeckrecital-unaccompanied-xxxx-cojma67r,212.90885416666666,John Hicks (The Maybeck Recital Series Vol 7),oblivion,solo,train
372,Oscar Peterson,pijama/petersono-littlegirlbluelive-unaccompanied-xxxx-j1rrmwee,367.77994791666663,Oscar Peterson (Exclusively for My Friends   My Favorite Instrument Vol IV),little girl blue,solo,train
373,Brad Mehldau,pijama/mehldaub-thingsbehindthesun-unaccompanied-xxxx-jrrs1utn,262.4192708333333,Brad Mehldau (Live in Tokyo),things behind the sun,solo,train
374,Brad Mehldau,pijama/mehldaub-meditationilordwatchover-unaccompanied-xxxx-lognqhxa,520.0598958333333,Brad Mehldau (10 Years Solo Live),meditation i lord watch over me,solo,train
375,Oscar Peterson,pijama/petersono-bodyandsoullive-unaccompanied-xxxx-twzqxjsp,279.06119791666663,Oscar Peterson (Solo),body and soul,solo,train
376,Abdullah Ibrahim,pijama/ibrahima-forcoltrane-unaccompanied-xxxx-e0s6790u,253.28385416666666,Abdullah Ibrahim (Dream Time),for coltrane,solo,train
377,Brad Mehldau,pijama/mehldaub-dontletitbringyoudown-unaccompanied-xxxx-b2q0ivus,120.859375,Brad Mehldau (Suite   April 2020),dont let it bring you down,solo,train
378,Chick Corea,pijama/coreac-childrenssongno-unaccompanied-xxxx-u85w3xs1,94.45963541666666,Chick Corea (Plays),childrens song,solo,train
379,Tommy Flanagan,pijama/flanagant-sleepinbee-unaccompanied-xxxx-65kq24ri,283.08463541666663,Tommy Flanagan (Solo Piano),sleepin bee,solo,train
380,Teddy Wilson,pijama/wilsont-lushlifetakethea-unaccompanied-xxxx-arbjjpir,327.609375,Teddy Wilson (Alone),lush life,solo,train
381,Geri Allen,pijama/alleng-godsancientsky-unaccompanied-xxxx-224gmzlu,959.8098958333333,Geri Allen (Flying Toward the Sound A Solo Piano Excursion Inspired by Cecil Taylor Mccoy Tyner and Herbie Hancock),gods ancient sky,solo,train
382,McCoy Tyner,pijama/tynerm-lushlifeliveatmerkin-unaccompanied-xxxx-rmwi6xk9,333.6796875,McCoy Tyner (Things Aint What They Used To Be Live),lush life,solo,train
383,John Hicks,pijama/hicksj-straightenupandflyright-unaccompanied-xxxx-4lxer5ns,207.5,John Hicks (The Maybeck Recital Series Vol 7),i got rhythm,solo,train
384,McCoy Tyner,pijama/tynerm-bouncinwithbud-unaccompanied-xxxx-benlnpln,173.27604166666666,McCoy Tyner (Soliloquy),bouncin with bud,solo,train
385,Brad Mehldau,pijama/mehldaub-thisherelive-unaccompanied-xxxx-gwfdsmwi,477.63932291666663,Brad Mehldau (10 Years Solo Live),this here,solo,train
386,Abdullah Ibrahim,pijama/ibrahima-genesis-unaccompanied-xxxx-9p276kjh,60.635416666666664,Abdullah Ibrahim (Dream Time),genesis,solo,train
387,Stanley Cowell,pijama/cowells-abscretion-unaccompanied-xxxx-v7lsg9og,307.20963541666663,Stanley Cowell (Angel Eyes),abscretion,solo,train
388,Keith Jarrett,pijama/jarrettk-pt-unaccompanied-xxxx-4l2fgn36,597.96875,Keith Jarrett (Paris  London Testament),pt,solo,train
389,Abdullah Ibrahim,pijama/ibrahima-whozamtwana-unaccompanied-xxxx-liy0mjqg,149.4296875,Abdullah Ibrahim (Dream Time),whoza mtwana,solo,train
390,Oscar Peterson,pijama/petersono-bluesetudelive-unaccompanied-xxxx-ecwkfqtw,309.76953125,Oscar Peterson (Solo),blues etude,solo,train
391,Chick Corea,pijama/coreac-scarlattisonataind-unaccompanied-xxxx-r1pm33by,127.7734375,Chick Corea (Plays),scarlatti sonata in d minor k9 l413 allegro,solo,train
392,Abdullah Ibrahim,pijama/ibrahima-intheevening-unaccompanied-xxxx-7w4m4p9k,187.69921875,Abdullah Ibrahim (Dream Time),in the evening,solo,train
393,Ahmad Jamal,pijama/jamala-ishouldcare-unaccompanied-xxxx-3r250fn1,199.6171875,Ahmad Jamal (Ballades),i should care,solo,train
394,Teddy Wilson,pijama/wilsont-roseroom-unaccompanied-xxxx-chyx5lwq,154.43880208333331,Teddy Wilson (Solo Piano  The Keystone Transriptions),rose room,solo,train
395,Stanley Cowell,pijama/cowells-stompinatthesavoylive-unaccompanied-xxxx-8w2qfmig,241.00911458333331,Stanley Cowell (The Maybeck Recital Series Vol 5),stompin at the savoy,solo,train
396,Brad Mehldau,pijama/mehldaub-viii-unaccompanied-xxxx-t4pmkvnu,204.98958333333331,Brad Mehldau (Suite   April 2020),viii,solo,train
397,Oscar Peterson,pijama/petersono-alittlejazzexerciseremastered-unaccompanied-xxxx-t36o3xhq,161.0,Oscar Peterson (Tracks Remastered),a little jazz exercise,solo,train
398,Abdullah Ibrahim,pijama/ibrahima-dust-unaccompanied-xxxx-jlqwqj07,69.98958333333333,Abdullah Ibrahim (Senzo),dust,solo,train
399,Teddy Wilson,pijama/wilsont-themoonislow-unaccompanied-xxxx-efkelfe7,144.46875,Teddy Wilson (Solo Piano  The Keystone Transriptions),the moon is low,solo,train
400,Chick Corea,pijama/coreac-childrenssongno-unaccompanied-xxxx-65w88uez,71.9765625,Chick Corea (Plays),childrens song,solo,train
401,Gene Harris,pijama/harrisg-theycanttakethatawayfrom-unaccompanied-xxxx-r7ikzql7,387.63932291666663,Gene Harris (The Maybeck Recital Series Vol 23),they cant take that away from me,solo,train
402,Chick Corea,pijama/coreac-bluemonkliveinberlin-unaccompanied-xxxx-phkqs50d,256.15885416666663,Chick Corea (Plays),blue monk,solo,train
403,Chick Corea,pijama/coreac-childrenssong4-unaccompanied-xxxx-cb3zhars,133.90885416666666,Chick Corea (Solo Piano   Portraits),childrens song,solo,train
404,McCoy Tyner,pijama/tynerm-threeflowers-unaccompanied-xxxx-cr1n7eos,287.9388020833333,McCoy Tyner (Soliloquy),three flowers,solo,train
405,Keith Jarrett,pijama/jarrettk-partviiilive-unaccompanied-xxxx-kb5ggqre,316.6796875,Keith Jarrett (Budapest Concert Live),part viii,solo,train
406,Teddy Wilson,pijama/wilsont-outofnowhere-unaccompanied-xxxx-wkkagxts,159.52994791666666,Teddy Wilson (Solo Piano  The Keystone Transriptions),out of nowhere,solo,train
407,Brad Mehldau,pijama/mehldaub-i-unaccompanied-xxxx-cvvasakx,70.95963541666666,Brad Mehldau (Suite   April 2020),i,solo,train
408,Keith Jarrett,pijama/jarrettk-partviilive-unaccompanied-xxxx-m00d79iy,322.0390625,Keith Jarrett (Budapest Concert Live),part vii,solo,train
409,Chick Corea,pijama/coreac-childrenssongno-unaccompanied-xxxx-tlrbe3pa,452.9296875,Chick Corea (Plays),childrens song,solo,train
410,Abdullah Ibrahim,pijama/ibrahima-dreamtime-unaccompanied-xxxx-mf6wnan0,178.20572916666666,Abdullah Ibrahim (Dream Time),dreamtime,solo,train
411,Oscar Peterson,pijama/petersono-whocaniturnto-unaccompanied-xxxx-bezzp531,295.68359375,Oscar Peterson (Exclusively for My Friends   My Favorite Instrument Vol IV),who can i turn to,solo,train
412,Brad Mehldau,pijama/mehldaub-exitmusicforafilm-unaccompanied-xxxx-rimz3iid,455.4192708333333,Brad Mehldau (Live in Marciac),exit music for a film,solo,train
413,Chick Corea,pijama/coreac-improvisationonscarlattilivein-unaccompanied-xxxx-g6dqiw3y,137.92317708333331,Chick Corea (Plays),improvisation on scarlatti,solo,train
414,McCoy Tyner,pijama/tynerm-allthethingsyouare-unaccompanied-xxxx-4wa69rln,251.70963541666666,McCoy Tyner (Soliloquy),all the things you are,solo,train
415,Cedar Walton,pijama/waltonc-justoneofthosethings-unaccompanied-xxxx-qm6bqkt9,337.2395833333333,Cedar Walton (The Maybeck Recital Series Vol 25),just one of those things,solo,train
416,Ahmad Jamal,pijama/jamala-becauseiloveyou-unaccompanied-xxxx-te5rksau,356.11588541666663,Ahmad Jamal (Ballades),because i love you,solo,train
417,Thelonious Monk,pijama/monkt-ishouldcare-unaccompanied-xxxx-7n3eg53t,115.52994791666666,Thelonious Monk (Solo Monk),i should care,solo,train
418,Oscar Peterson,pijama/petersono-bodyandsoul-unaccompanied-xxxx-e2u91jpl,209.98958333333331,Oscar Peterson (Marian McPartlands Piano Jazz Radio Broadcast),body and soul,solo,train
419,Junior Mance,pijama/mancej-carelesslove-unaccompanied-xxxx-6escwcsr,416.8098958333333,Junior Mance (Junior Mance Special),careless love,solo,train
420,Chick Corea,pijama/coreac-oblivionlive-unaccompanied-xxxx-3w12zyc3,236.6796875,Chick Corea (Solo Piano   Standards),oblivion,solo,train
421,Keith Jarrett,pijama/jarrettk-pt-unaccompanied-xxxx-cqm5v550,325.97916666666663,Keith Jarrett (Paris  London Testament),pt,solo,train
422,Bill Evans,pijama/evansb-likesomeoneinlove-unaccompanied-xxxx-awtxq598,387.984375,Bill Evans (The Complete Riverside Recordings),like someone in love,solo,train
423,McCoy Tyner,pijama/tynerm-whatsnewliveatmerkin-unaccompanied-xxxx-uvvg6cbt,232.82942708333331,McCoy Tyner (Things Aint What They Used To Be Live),whats new,solo,train
424,John Hicks,pijama/hicksj-peanutbutter-unaccompanied-xxxx-m10mplhu,367.8294270833333,John Hicks (Hicks Time),peanut butter,solo,train
425,Abdullah Ibrahim,pijama/ibrahima-bluesforahipking-unaccompanied-xxxx-5bb4qeq6,367.79947916666663,Abdullah Ibrahim (Senzo),blues for a hip king,solo,train
426,Stanley Cowell,pijama/cowells-jitterbugwaltzlive-unaccompanied-xxxx-r4pwb811,319.9895833333333,Stanley Cowell (The Maybeck Recital Series Vol 5),jitterbug waltz,solo,train
427,Teddy Wilson,pijama/wilsont-minutesteak-unaccompanied-xxxx-xcvt4htq,60.71875,Teddy Wilson (Solo Piano  The Keystone Transriptions),minute steak,solo,train
428,Thelonious Monk,pijama/monkt-everythinghappenstometake3-unaccompanied-xxxx-zz7huq41,207.07942708333331,Thelonious Monk (Solo Monk),everything happens to me,solo,train
429,Oscar Peterson,pijama/petersono-corcovadolive-unaccompanied-xxxx-k6v92siq,267.02994791666663,Oscar Peterson (Solo),corcovado,solo,train
430,Abdullah Ibrahim,pijama/ibrahima-tookah-unaccompanied-xxxx-18mcef8h,89.98958333333333,Abdullah Ibrahim (Senzo),tookah,solo,train
431,Brad Mehldau,pijama/mehldaub-resignationlive-unaccompanied-xxxx-2wxzozqc,598.4296875,Brad Mehldau (Live in Marciac),resignation,solo,train
432,Oscar Peterson,pijama/petersono-taketheatrainlive-unaccompanied-xxxx-96r2rhdh,192.5,Oscar Peterson (Solo),take the a train,solo,train
433,Chick Corea,pijama/coreac-theyellownimbuslivein-unaccompanied-xxxx-jr3298hu,550.4309895833333,Chick Corea (Plays),the yellow nimbus,solo,train
434,Teddy Wilson,pijama/wilsont-lildarling-unaccompanied-xxxx-2dluyccz,202.18880208333331,Teddy Wilson (Alone),lil darlin,solo,train
435,Chick Corea,pijama/coreac-theyellownimbus-unaccompanied-xxxx-4ng22l5q,542.4088541666666,Chick Corea (Solo Piano   Portraits),the yellow nimbus,solo,train
436,Brad Mehldau,pijama/mehldaub-marthamydearlive-unaccompanied-xxxx-io785fia,361.72916666666663,Brad Mehldau (Live in Marciac),martha my dear,solo,train
437,Hank Jones,pijama/jonesh-justsqueezeme-unaccompanied-xxxx-uxj8v93w,212.5,Hank Jones (SOLO 1976 A Tribute to Duke Ellington),squeeze me,solo,train
438,Oscar Peterson,pijama/petersono-hungariandance-unaccompanied-xxxx-qfz8jllz,180.02994791666666,Oscar Peterson (1951),hungarian dance,solo,train
439,Chick Corea,pijama/coreac-prelude4op-unaccompanied-xxxx-vzlexgh9,284.35026041666663,Chick Corea (Solo Piano   Portraits),prelude op,solo,train
440,Thelonious Monk,pijama/monkt-monkspoint-unaccompanied-xxxx-l9tyejuf,134.625,Thelonious Monk (Solo Monk),monks point,solo,train
441,Keith Jarrett,pijama/jarrettk-someonetowatchoverme-unaccompanied-xxxx-nzlxyomy,299.1328125,Keith Jarrett (The Melody At Night With You),someone to watch over me,solo,train
442,Cedar Walton,pijama/waltonc-sophisticatedlady-unaccompanied-xxxx-2nav0nyp,218.97916666666666,Cedar Walton (Blues For Myself Piano Solo),sophisticated lady,solo,train
443,Hank Jones,pijama/jonesh-sundayinstrumental-unaccompanied-xxxx-0zvucvuf,172.5,Hank Jones (Handful Of Keys),sunday,solo,train
444,Thelonious Monk,pijama/monkt-askmenowtake1-unaccompanied-xxxx-8rimdq68,220.51822916666666,Thelonious Monk (Solo Monk),ask me now,solo,train
445,Hank Jones,pijama/jonesh-squeezemeinstrumental-unaccompanied-xxxx-lcyyturr,208.90625,Hank Jones (Handful Of Keys),squeeze me,solo,train
446,Abdullah Ibrahim,pijama/ibrahima-aspen-unaccompanied-xxxx-c2gsu38o,77.7890625,Abdullah Ibrahim (Senzo),aspen,solo,train
447,Abdullah Ibrahim,pijama/ibrahima-rosegotitbadinharlem-unaccompanied-xxxx-f3fk0v3s,347.453125,Abdullah Ibrahim (Ode to Duke Ellington At Dukes Place),rose got it bad in harlem,solo,train
448,Thelonious Monk,pijama/monkt-imconfessinthatiloveyou-unaccompanied-xxxx-co7ltkix,169.11979166666666,Thelonious Monk (Solo Monk),im confessin,solo,train
449,Cedar Walton,pijama/waltonc-bridgework-unaccompanied-xxxx-7gosr004,204.97916666666666,Cedar Walton (Blues For Myself Piano Solo),bridge work,solo,train
450,Oscar Peterson,pijama/petersono-sevencomeeleven-unaccompanied-xxxx-f8l3rmxf,107.81901041666666,Oscar Peterson (1951),i got rhythm,solo,train
451,Hank Jones,pijama/jonesh-gonewiththewind-unaccompanied-xxxx-d46a3srd,148.27473958333331,Hank Jones (SOLO 1976 A Tribute to Duke Ellington),gone with the wind,solo,train
452,Abdullah Ibrahim,pijama/ibrahima-justarrived-unaccompanied-xxxx-j09g621y,205.38932291666666,Abdullah Ibrahim (The Song Is My Story),just arrived,solo,train
453,Cedar Walton,pijama/waltonc-everytimewesaygoodbye-unaccompanied-xxxx-y7r0zknx,385.5,Cedar Walton (Underground Memoirs),everytime we say goodbye,solo,train
454,Oscar Peterson,pijama/petersono-flyinghome-unaccompanied-xxxx-zy5ctxbn,110.06901041666666,Oscar Peterson (1951),flying home,solo,train
455,Abdullah Ibrahim,pijama/ibrahima-peace-unaccompanied-xxxx-7ezbqqn0,109.0,Abdullah Ibrahim (Solotude),peace,solo,train
